# Mass range = (M200b>1.5e12)&(M200b<2e12) 
#  X Y Z M200b M200c tidal_anisotropy
3.711945999999999657e+01 1.802441699999999969e+02 1.167066599999999994e+02 1.570200000000000000e+12 1.036900000000000000e+12 8.947514036357497869e-01
2.510669000000000040e+01 1.612527300000000139e+02 1.623528699999999958e+02 1.577200000000000000e+12 1.272500000000000000e+12 1.321546142835909210e+00
2.441740000000000066e+01 1.949888799999999947e+02 1.794692400000000134e+02 1.596800000000000000e+12 1.265600000000000000e+12 3.519065337681356320e-01
4.914813000000000187e+01 1.986763799999999947e+02 1.873955200000000048e+02 1.581600000000000000e+12 1.252200000000000000e+12 3.294825109003158836e-01
9.317149999999999821e+00 1.855957799999999907e+02 1.754415600000000097e+02 1.562600000000000000e+12 1.173100000000000000e+12 1.974205845835104167e-01
4.736744999999999806e+01 1.979099600000000123e+02 1.666952799999999968e+02 1.573400000000000000e+12 1.296600000000000000e+12 2.303699106566807209e-01
1.459248999999999974e+01 1.957300299999999993e+02 1.606235499999999945e+02 1.567700000000000000e+12 1.251600000000000000e+12 1.535064209406913904e-01
8.323000000000000398e+00 1.823287500000000136e+02 1.951374800000000107e+02 1.591100000000000000e+12 1.251000000000000000e+12 2.265171307195978090e-01
3.270389999999999731e+01 1.530999600000000100e+02 1.836862299999999948e+02 1.541100000000000000e+12 1.214200000000000000e+12 2.662459826924029049e-01
3.847279000000000337e+01 1.574785899999999970e+02 1.762538000000000125e+02 1.575300000000000000e+12 1.151500000000000000e+12 2.657258168762471895e-01
4.854890000000000327e+01 1.867175000000000011e+02 1.897473300000000052e+02 1.534700000000000000e+12 1.209200000000000000e+12 4.114696043833507288e-01
4.253311999999999671e+01 1.559073199999999986e+02 1.771585399999999879e+02 1.536600000000000000e+12 1.197100000000000000e+12 8.138733692062253278e-01
4.607036000000000087e+01 1.765909900000000050e+02 1.600347399999999993e+02 1.551200000000000000e+12 1.135100000000000000e+12 2.464737420197570250e-01
1.276802999999999955e+01 1.675737599999999929e+02 1.626558400000000120e+02 1.543000000000000000e+12 1.204700000000000000e+12 6.561451563415775234e-02
2.556791000000000125e+01 1.677032600000000002e+02 1.708277300000000025e+02 1.518900000000000000e+12 1.244600000000000000e+12 2.611223420719580024e-01
3.397860000000000014e+01 1.781555199999999957e+02 1.985071900000000085e+02 1.543000000000000000e+12 1.135100000000000000e+12 1.556713820926078629e-01
2.013850000000000140e+00 1.937221999999999866e+02 1.528745299999999929e+02 1.518300000000000000e+12 1.198400000000000000e+12 1.215030229805132284e-01
3.661550000000000082e+00 1.813691599999999937e+02 1.956422599999999932e+02 1.513200000000000000e+12 1.137000000000000000e+12 1.898211378913481906e-01
4.613038999999999845e+01 1.755202600000000075e+02 1.601316500000000076e+02 1.542400000000000000e+12 1.166100000000000000e+12 2.468706039462599255e-01
3.892960000000000065e+01 1.770817000000000121e+02 1.720344699999999989e+02 1.556900000000000000e+12 1.148400000000000000e+12 1.511591414350642593e-01
1.778105000000000047e+01 1.890421299999999860e+02 1.936154600000000130e+02 1.566400000000000000e+12 1.077400000000000000e+12 1.669497320642421567e-01
2.870887000000000100e+01 1.919411800000000028e+02 1.836388499999999908e+02 1.571500000000000000e+12 9.475800000000000000e+11 1.738818260318155673e-01
4.550265000000000271e+01 1.765791800000000080e+02 1.868851999999999975e+02 1.511300000000000000e+12 1.010300000000000000e+12 1.110052635880073746e+00
9.112663999999999476e+01 4.044673999999999836e+01 1.872410999999999959e+01 1.561400000000000000e+12 1.346600000000000000e+12 4.601915000872252581e-01
8.920038999999999874e+01 1.215423999999999971e+01 1.081094000000000044e+01 1.598100000000000000e+12 1.274400000000000000e+12 5.009088447040040970e-01
6.758978000000000463e+01 2.438291999999999859e+01 2.371189999999999909e+00 1.593000000000000000e+12 1.305500000000000000e+12 2.806401346048023604e-01
9.899396000000000129e+01 3.297946000000000311e+01 1.454068000000000005e+01 1.591100000000000000e+12 1.258600000000000000e+12 3.755948691621914803e-01
5.783482000000000056e+01 2.029483000000000104e+01 4.034390000000000143e+00 1.594900000000000000e+12 1.215500000000000000e+12 1.895075637205305141e-01
5.296732000000000085e+01 8.317780000000000840e+00 3.156540999999999997e+01 1.555000000000000000e+12 1.304200000000000000e+12 6.986056229034407483e-01
8.681203999999999610e+01 8.320660000000000167e+00 1.602389999999999981e+00 1.580400000000000000e+12 1.251600000000000000e+12 7.992914782304075816e-01
5.357104999999999961e+01 4.548779999999999824e+00 4.538387999999999778e+01 1.524000000000000000e+12 1.313100000000000000e+12 4.691303874192322976e-01
9.683271000000000583e+01 2.667886000000000024e+01 8.019899999999999807e+00 1.552500000000000000e+12 1.215500000000000000e+12 6.269300287546919481e-01
9.915888999999999953e+01 1.245898000000000039e+01 4.208460999999999785e+01 1.529000000000000000e+12 1.195200000000000000e+12 4.611240740290056817e-01
9.424948000000000548e+01 2.105049999999999955e+01 4.258890000000000065e+00 1.537300000000000000e+12 1.152200000000000000e+12 5.145253512856218236e-01
8.713160999999999490e+01 5.483469999999999622e+00 1.001745000000000019e+01 1.512600000000000000e+12 1.230700000000000000e+12 1.376553021466655924e+00
8.733486999999999512e+01 3.181028999999999840e+01 2.411578000000000088e+01 1.550000000000000000e+12 1.122400000000000000e+12 1.281718581937050239e-01
6.402478999999999587e+01 1.431442000000000014e+01 4.120902999999999849e+01 1.567100000000000000e+12 1.195200000000000000e+12 1.858220964707590628e-01
6.167694999999999794e+01 3.228549000000000291e+01 3.968016999999999683e+01 1.508800000000000000e+12 1.156000000000000000e+12 1.295066461690771165e-01
6.563403999999999883e+01 4.442990000000000350e+01 1.838030000000000053e+00 1.581000000000000000e+12 1.081900000000000000e+12 5.207960752526428205e-01
9.081534999999999513e+01 1.229650999999999961e+01 9.007469999999999644e+00 1.550600000000000000e+12 1.086900000000000000e+12 9.235902453765129083e-01
6.874936999999999898e+01 2.703515000000000157e+01 4.776001999999999725e+01 1.530900000000000000e+12 1.087600000000000000e+12 3.252560760708525511e-01
9.242813999999999908e+01 4.943721000000000032e+01 4.029337999999999909e+01 1.541700000000000000e+12 1.122400000000000000e+12 1.550421390239482833e-01
8.046747000000000583e+01 3.299939999999999873e+00 5.788409999999999833e+00 1.570900000000000000e+12 1.100900000000000000e+12 3.260193809660284492e-01
8.828002999999999645e+01 4.517065999999999804e+01 1.304010000000000069e+01 1.585400000000000000e+12 8.709400000000000000e+11 4.107099838193540853e-01
7.600813999999999737e+01 4.098107000000000255e+01 5.880951999999999913e+01 1.591800000000000000e+12 1.281400000000000000e+12 1.446236000636598740e-01
5.638539000000000101e+01 2.840164000000000044e+01 7.154806999999999562e+01 1.592400000000000000e+12 1.292800000000000000e+12 1.482800996532306348e-01
6.166053000000000139e+01 3.079860000000000042e+01 7.015945999999999572e+01 1.569000000000000000e+12 1.269400000000000000e+12 4.602593799922294893e-01
8.831052999999999997e+01 1.703441000000000116e+01 7.765894000000000119e+01 1.589900000000000000e+12 1.232600000000000000e+12 5.721079733637544074e-01
8.549599999999999511e+01 1.279791999999999952e+01 8.420883000000000607e+01 1.565800000000000000e+12 1.284600000000000000e+12 3.121725032689039447e-01
8.282753999999999905e+01 4.686901000000000295e+01 7.481553999999999860e+01 1.545500000000000000e+12 1.182600000000000000e+12 2.325252536984664664e-01
9.907783000000000584e+01 2.437969999999999970e+01 8.733781000000000461e+01 1.562600000000000000e+12 1.216100000000000000e+12 1.344106952451951387e-01
6.973752000000000351e+01 3.049758999999999887e+01 5.408106999999999687e+01 1.561400000000000000e+12 1.224400000000000000e+12 3.304073350624936456e-01
9.229025000000000034e+01 3.886400000000000077e+00 8.417292999999999381e+01 1.501800000000000000e+12 1.314300000000000000e+12 2.208776875143313168e-01
7.964307999999999765e+01 3.920186999999999955e+01 6.924045999999999879e+01 1.562000000000000000e+12 1.175000000000000000e+12 2.592671909552612952e-01
8.009695000000000675e+01 4.028383000000000180e+01 7.030988000000000682e+01 1.525200000000000000e+12 1.240200000000000000e+12 4.036076702445021702e-01
9.676927000000000589e+01 3.174146999999999963e+01 5.730821000000000254e+01 1.567100000000000000e+12 1.145200000000000000e+12 2.308272192695575709e-01
9.993574999999999875e+01 1.367240000000000011e+00 8.862306999999999846e+01 1.550600000000000000e+12 1.176200000000000000e+12 1.325536525326820869e-01
9.457832999999999402e+01 5.722879999999999967e+00 8.881669999999999732e+01 1.568300000000000000e+12 1.195900000000000000e+12 1.039294217485832311e-01
6.277763999999999811e+01 1.067647999999999975e+01 9.305500000000000682e+01 1.585400000000000000e+12 1.150900000000000000e+12 2.402407279575591026e-01
7.279677999999999827e+01 4.061171000000000220e+01 5.331945000000000334e+01 1.551900000000000000e+12 1.093900000000000000e+12 2.669159203829861160e-01
8.588320000000000221e+01 2.386260000000000048e+00 7.626306999999999903e+01 1.507500000000000000e+12 1.233200000000000000e+12 3.893816092534688189e-01
8.309308000000000050e+01 2.227877000000000152e+01 9.439982999999999436e+01 1.529700000000000000e+12 1.135700000000000000e+12 1.408763829592399042e-01
7.179613999999999407e+01 8.431749999999999190e+00 8.911745999999999412e+01 1.513200000000000000e+12 1.165500000000000000e+12 2.772073142591879868e-01
6.540724000000000160e+01 5.470279999999999809e+00 8.512120000000000175e+01 1.557600000000000000e+12 9.906500000000000000e+11 5.925582701560477838e-01
5.447039999999999793e+01 2.075109000000000137e+01 8.106865999999999417e+01 1.534700000000000000e+12 1.162300000000000000e+12 3.284236490640989325e-01
6.962372999999999479e+01 1.455532999999999966e+01 5.421658999999999651e+01 1.506900000000000000e+12 1.148400000000000000e+12 5.846383520945965806e-01
8.168519999999999470e+01 1.079889999999999972e+01 9.168278999999999712e+01 1.551200000000000000e+12 8.139300000000000000e+11 2.968750777484861492e-01
8.624640999999999735e+01 1.224235000000000007e+01 9.410851999999999862e+01 1.551200000000000000e+12 1.021700000000000000e+12 5.579069115037614823e-01
6.341290000000000049e+01 3.140907999999999944e+01 7.469040999999999997e+01 1.511900000000000000e+12 9.488500000000000000e+11 2.901773377074111093e-01
5.741212000000000160e+01 1.766068999999999889e+01 1.267279000000000053e+02 1.575900000000000000e+12 1.302300000000000000e+12 3.709250629660181819e-01
9.570996999999999844e+01 1.615278999999999954e+01 1.484557499999999948e+02 1.549300000000000000e+12 1.282000000000000000e+12 4.927853744443396744e-01
8.563414000000000215e+01 2.012572000000000116e+01 1.069534600000000069e+02 1.583500000000000000e+12 1.220600000000000000e+12 2.347850813961240291e-01
5.986032000000000153e+01 1.241334999999999944e+01 1.054035899999999941e+02 1.546200000000000000e+12 1.230700000000000000e+12 1.189757677404565811e-01
7.142632999999999299e+01 4.737830000000000297e+01 1.043694500000000005e+02 1.524600000000000000e+12 1.251600000000000000e+12 3.205755051350000495e-01
5.727468999999999966e+01 2.723059999999999814e+00 1.167634800000000013e+02 1.524600000000000000e+12 1.211100000000000000e+12 4.342233278458141332e-01
7.369154000000000337e+01 2.069485999999999848e+01 1.270591000000000008e+02 1.535400000000000000e+12 1.207900000000000000e+12 4.875305245291364220e-01
9.934696999999999889e+01 2.074121999999999844e+01 1.214514499999999941e+02 1.588000000000000000e+12 1.164800000000000000e+12 3.934525360835227081e-01
7.111867999999999768e+01 1.131180999999999948e+01 1.324061399999999935e+02 1.541100000000000000e+12 1.146500000000000000e+12 3.371638410379195760e-01
7.094494000000000256e+01 1.151260000000000083e+01 1.329825400000000002e+02 1.514500000000000000e+12 1.206600000000000000e+12 3.332702411175643697e-01
7.890035000000000309e+01 1.710298999999999836e+01 1.289142200000000003e+02 1.518900000000000000e+12 1.199000000000000000e+12 7.566732110574985182e-01
6.501591000000000520e+01 1.912533000000000172e+01 1.245074400000000026e+02 1.535400000000000000e+12 1.062900000000000000e+12 2.566231232908512405e-01
5.079522999999999655e+01 1.765703999999999851e+01 1.475226299999999924e+02 1.500500000000000000e+12 1.112900000000000000e+12 2.403284363351202713e-01
5.554876999999999754e+01 2.059123999999999910e+01 1.444689199999999971e+02 1.523300000000000000e+12 1.151500000000000000e+12 3.128271610094364719e-01
5.996569000000000216e+01 8.555300000000000793e+00 1.353044999999999902e+02 1.515700000000000000e+12 1.088800000000000000e+12 3.989760626612924299e-01
9.942471000000000458e+01 1.970908000000000015e+01 1.212665300000000030e+02 1.541100000000000000e+12 1.113500000000000000e+12 4.656413889650136140e-01
5.370007999999999981e+01 1.771514000000000166e+01 1.286366999999999905e+02 1.508800000000000000e+12 8.240600000000000000e+11 2.867941764817394934e-01
6.041863000000000028e+01 1.389386999999999972e+01 1.321345200000000091e+02 1.510700000000000000e+12 9.874800000000000000e+11 3.260925014591247728e-01
7.828247000000000355e+01 7.120860000000000412e+00 1.175707199999999943e+02 1.567100000000000000e+12 1.088200000000000000e+12 5.247089598389970133e-01
5.721795999999999793e+01 1.940962000000000032e+01 1.801088100000000054e+02 1.555000000000000000e+12 1.421400000000000000e+12 4.932504399237221393e-01
6.891165999999999769e+01 4.404059999999999775e+01 1.866772899999999993e+02 1.596200000000000000e+12 1.274400000000000000e+12 2.383348293870620749e-01
9.311023000000000138e+01 8.779500000000000526e+00 1.516432200000000137e+02 1.558200000000000000e+12 1.131300000000000000e+12 2.640870946922287410e-01
7.798122999999999649e+01 9.437580000000000524e+00 1.907119099999999889e+02 1.556900000000000000e+12 1.296600000000000000e+12 1.578490055977344320e-01
9.383728000000000691e+01 3.628990999999999900e+01 1.718225999999999942e+02 1.585400000000000000e+12 1.254800000000000000e+12 4.175703930794998908e-01
6.481928999999999519e+01 4.923399999999999999e+00 1.909387800000000084e+02 1.534100000000000000e+12 1.251000000000000000e+12 5.520027188126165330e-01
5.661462000000000216e+01 2.494267999999999930e+01 1.831033999999999935e+02 1.541100000000000000e+12 1.203500000000000000e+12 1.968471558001750610e-01
5.387619000000000113e+01 1.415451999999999977e+01 1.798100900000000024e+02 1.571500000000000000e+12 1.202200000000000000e+12 9.008047396059416512e-01
7.554747999999999308e+01 5.395039999999999836e+00 1.894435300000000097e+02 1.580400000000000000e+12 1.221800000000000000e+12 3.021671462814792819e-01
6.119033999999999907e+01 5.559919999999999973e+00 1.643242600000000095e+02 1.544300000000000000e+12 1.180000000000000000e+12 4.810325567646586142e-01
5.312118999999999858e+01 1.194203000000000081e+01 1.632867999999999995e+02 1.566400000000000000e+12 1.199000000000000000e+12 2.915953494346739117e-01
7.347204000000000690e+01 4.806650000000000311e+00 1.975614199999999983e+02 1.514500000000000000e+12 1.149000000000000000e+12 4.086625630426740097e-01
7.524353999999999587e+01 4.062819999999999965e+01 1.857108599999999967e+02 1.522700000000000000e+12 1.232000000000000000e+12 5.320666985040560792e-01
7.327215999999999951e+01 5.651019999999999932e+00 1.965457299999999918e+02 1.540500000000000000e+12 1.193300000000000000e+12 4.842405877069432263e-01
8.910573999999999728e+01 3.006390999999999991e+01 1.993972799999999950e+02 1.529000000000000000e+12 1.169300000000000000e+12 3.477011830880316623e-01
8.266732000000000369e+01 2.251505999999999830e+01 1.648096799999999860e+02 1.550000000000000000e+12 1.028700000000000000e+12 4.856885989291131467e-01
7.762754999999999939e+01 4.095996999999999844e+01 1.758196700000000021e+02 1.559500000000000000e+12 1.182600000000000000e+12 1.958590095247411123e+00
8.508356999999999459e+01 1.103918999999999961e+01 1.538162000000000091e+02 1.529000000000000000e+12 1.175600000000000000e+12 1.384076511293285128e-01
7.463763000000000147e+01 1.472860000000000058e+00 1.887349000000000103e+02 1.592400000000000000e+12 1.083800000000000000e+12 2.715964421631213987e-01
9.403884999999999650e+01 4.361560000000000059e+01 1.696617599999999868e+02 1.562000000000000000e+12 1.162300000000000000e+12 2.284234939559146860e-01
8.229793999999999699e+01 1.924549000000000021e+01 1.630971499999999992e+02 1.560700000000000000e+12 1.125600000000000000e+12 3.812088558759504364e-01
9.999136000000000024e+01 3.088620000000000143e+00 1.966472799999999950e+02 1.507500000000000000e+12 1.120500000000000000e+12 3.385178737643571578e-01
8.623972000000000548e+01 3.543538999999999817e+01 1.814715600000000109e+02 1.578500000000000000e+12 1.076200000000000000e+12 3.239231306653572728e-01
5.604453000000000173e+01 1.751154000000000011e+01 1.935264899999999955e+02 1.513800000000000000e+12 1.030600000000000000e+12 9.442683252043525544e-01
6.790273000000000536e+01 6.099631999999999721e+01 7.771580000000000155e+00 1.598100000000000000e+12 1.394800000000000000e+12 1.210367119687991294e-01
8.709505000000000052e+01 8.660181000000000040e+01 2.437207000000000079e+01 1.594900000000000000e+12 1.278200000000000000e+12 4.627972345891168127e-01
8.758773999999999660e+01 8.516134999999999877e+01 4.683811000000000035e+01 1.591100000000000000e+12 1.367500000000000000e+12 4.185281577743358294e-01
8.401000000000000512e+01 8.399456999999999596e+01 3.146754999999999924e+01 1.583500000000000000e+12 1.282000000000000000e+12 3.901789519240475013e-01
9.591639000000000692e+01 9.014870999999999412e+01 3.766028000000000020e+01 1.569000000000000000e+12 1.294100000000000000e+12 2.090617972672847436e-01
6.607271000000000072e+01 8.803800999999999988e+01 4.505673999999999779e+01 1.534700000000000000e+12 1.200900000000000000e+12 1.576790859506982945e-01
7.354850000000000421e+01 9.915388000000000090e+01 1.963239000000000090e+01 1.562000000000000000e+12 1.259200000000000000e+12 4.351615791500111352e-01
7.736575999999999453e+01 6.366740000000000066e+01 4.463396999999999792e+01 1.593000000000000000e+12 1.223700000000000000e+12 2.537705596820543086e-01
7.496390999999999849e+01 7.332375999999999294e+01 4.754360000000000142e+00 1.569000000000000000e+12 1.234500000000000000e+12 1.382819259251229616e+00
7.794169999999999732e+01 7.525889999999999702e+01 4.381893000000000171e+01 1.545500000000000000e+12 1.233200000000000000e+12 4.105369260073226667e-01
8.422674999999999557e+01 8.842700999999999567e+01 4.955212999999999823e+01 1.557600000000000000e+12 1.169900000000000000e+12 6.521796947958619084e-01
7.515017000000000280e+01 8.185108999999999924e+01 3.489151999999999987e+01 1.569600000000000000e+12 1.187600000000000000e+12 3.182455608572758443e-01
7.432272000000000389e+01 7.707719000000000165e+01 4.070960000000000178e+01 1.581000000000000000e+12 1.246500000000000000e+12 4.226086545137852646e-01
8.472981000000000051e+01 7.011870999999999299e+01 2.066095999999999933e+01 1.556900000000000000e+12 1.157900000000000000e+12 1.910810273978559848e-01
7.276688000000000045e+01 7.286005000000000109e+01 1.465801000000000087e+01 1.569000000000000000e+12 1.260500000000000000e+12 3.850527905282939978e-01
5.449381999999999948e+01 5.462756000000000256e+01 4.960349000000000075e+01 1.508100000000000000e+12 1.188900000000000000e+12 2.564590368240280416e-01
8.728274999999999295e+01 6.504446000000000083e+01 4.044738000000000255e+01 1.527100000000000000e+12 1.172400000000000000e+12 8.217512936818134328e-01
9.047700000000000387e+01 6.332173999999999836e+01 4.096090999999999838e+01 1.558800000000000000e+12 1.109700000000000000e+12 1.177221407960497679e+00
7.460756999999999550e+01 6.612971000000000288e+01 2.406905000000000072e+01 1.536600000000000000e+12 1.125600000000000000e+12 4.403109685867808154e-01
8.825208000000000652e+01 8.416488999999999976e+01 2.805073000000000150e+01 1.527100000000000000e+12 1.130600000000000000e+12 1.300187890614856956e+00
5.170418999999999699e+01 7.675112000000000023e+01 3.200616999999999734e+01 1.532800000000000000e+12 1.177500000000000000e+12 1.344613931880223268e+00
7.935500000000000398e+01 8.537093000000000131e+01 2.304777999999999949e+01 1.518900000000000000e+12 1.114800000000000000e+12 1.013216227436052330e+00
6.258661000000000030e+01 8.033912999999999727e+01 6.492720000000000269e+00 1.553100000000000000e+12 1.116700000000000000e+12 2.410544588280731371e-01
8.277055000000000007e+01 7.935581999999999425e+01 3.194568999999999903e+01 1.506200000000000000e+12 1.035000000000000000e+12 7.390651533729432066e-01
7.530043999999999471e+01 7.436207000000000278e+01 4.632800000000000251e-01 1.514500000000000000e+12 9.893800000000000000e+11 3.425066239233359733e-01
8.597073000000000320e+01 7.323874000000000706e+01 3.814430000000000121e+01 1.501200000000000000e+12 1.066000000000000000e+12 3.724058142133699900e-01
7.804059999999999775e+01 6.064737999999999829e+01 7.989899999999999558e+00 1.510700000000000000e+12 8.500300000000000000e+11 5.533000736753245219e-01
8.665609999999999502e+01 7.922048999999999808e+01 4.782104000000000354e+01 1.510700000000000000e+12 8.684000000000000000e+11 3.513526231872657890e-01
5.457688000000000272e+01 8.304576000000000136e+01 7.706337000000000614e+01 1.598100000000000000e+12 1.331400000000000000e+12 3.597847074173454729e-02
7.619450000000000500e+01 7.387295000000000300e+01 6.839489000000000374e+01 1.595600000000000000e+12 1.297900000000000000e+12 1.584238834932974738e-01
8.911593999999999482e+01 8.694647999999999399e+01 5.702924000000000149e+01 1.588000000000000000e+12 1.295300000000000000e+12 5.568462851753017695e-01
5.825688000000000244e+01 9.494092000000000553e+01 7.827742999999999540e+01 1.574000000000000000e+12 1.248400000000000000e+12 4.008199647234394480e-01
9.132433000000000334e+01 8.169908999999999821e+01 7.021178000000000452e+01 1.562600000000000000e+12 1.156000000000000000e+12 9.156356315322151662e-01
8.535524999999999807e+01 5.998801000000000272e+01 6.482734999999999559e+01 1.537900000000000000e+12 1.280100000000000000e+12 4.048025230187874413e-01
8.894498000000000104e+01 7.885663999999999874e+01 5.089849999999999852e+01 1.575300000000000000e+12 1.228800000000000000e+12 4.852716155630829586e-01
8.534318000000000382e+01 5.979334000000000060e+01 9.231286000000000058e+01 1.576600000000000000e+12 1.242100000000000000e+12 7.441307848162596050e-01
9.380534000000000106e+01 9.656328999999999496e+01 8.638868999999999687e+01 1.561400000000000000e+12 1.233900000000000000e+12 1.535586297056376337e-01
5.493336000000000041e+01 6.577937000000000012e+01 7.645184000000000424e+01 1.575900000000000000e+12 1.137600000000000000e+12 5.015777930536027274e-01
7.194234000000000151e+01 5.301565999999999690e+01 8.023326000000000136e+01 1.531600000000000000e+12 1.209200000000000000e+12 2.750904410235610609e-01
8.476099999999999568e+01 9.300355000000000416e+01 5.279052999999999685e+01 1.597500000000000000e+12 1.171200000000000000e+12 3.198845989407005375e-01
8.664934999999999832e+01 6.337642000000000309e+01 8.048982999999999777e+01 1.567100000000000000e+12 1.196500000000000000e+12 1.238607145299407686e-01
5.266393000000000058e+01 7.518563000000000329e+01 9.567669999999999675e+01 1.575300000000000000e+12 1.192700000000000000e+12 1.188425792002618664e-01
9.416692000000000462e+01 7.688393000000000654e+01 7.323184000000000538e+01 1.567100000000000000e+12 1.138200000000000000e+12 2.457737043564157675e-01
8.867126000000000374e+01 5.805463000000000306e+01 7.443224999999999625e+01 1.533500000000000000e+12 1.102800000000000000e+12 2.254067257697465188e-01
9.028341000000000349e+01 7.624989999999999668e+01 7.325831999999999766e+01 1.568300000000000000e+12 1.088800000000000000e+12 1.564575584924667861e-01
6.603184000000000253e+01 8.883109000000000322e+01 8.498426999999999509e+01 1.515100000000000000e+12 1.170500000000000000e+12 1.269493466735606979e-01
8.295341000000000520e+01 5.219859999999999900e+01 9.292704000000000519e+01 1.560100000000000000e+12 1.081200000000000000e+12 4.872924720660440912e-01
9.406483000000000061e+01 6.072062999999999988e+01 9.021365000000000123e+01 1.545500000000000000e+12 1.120500000000000000e+12 3.314258057322313489e-01
6.452443999999999846e+01 5.211384999999999934e+01 8.193930000000000291e+01 1.505600000000000000e+12 1.166700000000000000e+12 2.041805093947236804e-01
9.247239999999999327e+01 6.314365000000000094e+01 9.465757000000000687e+01 1.503700000000000000e+12 1.119200000000000000e+12 4.435682067209344437e-01
5.001402000000000214e+01 6.002787000000000006e+01 7.698964999999999748e+01 1.594300000000000000e+12 1.071700000000000000e+12 1.626913273898878132e-01
9.298742000000000019e+01 8.997007000000000687e+01 1.094946400000000040e+02 1.579100000000000000e+12 1.259900000000000000e+12 1.888456044138193402e-01
7.339330999999999960e+01 8.860939000000000476e+01 1.046461800000000011e+02 1.560100000000000000e+12 1.310500000000000000e+12 6.311948224496199966e-01
7.422489000000000203e+01 6.408741000000000554e+01 1.073389300000000048e+02 1.507500000000000000e+12 1.353600000000000000e+12 1.473461643131579457e+00
6.732944999999999425e+01 6.827020000000000266e+01 1.146756100000000060e+02 1.515700000000000000e+12 1.304800000000000000e+12 7.036603639241612029e-01
8.010761999999999716e+01 5.813920999999999850e+01 1.051024100000000061e+02 1.575900000000000000e+12 1.264900000000000000e+12 2.921523194407144586e-01
7.815891000000000588e+01 9.143001999999999896e+01 1.364852400000000046e+02 1.536600000000000000e+12 1.199000000000000000e+12 3.290712403843034095e-01
5.263998999999999739e+01 8.806049000000000149e+01 1.183460800000000006e+02 1.513800000000000000e+12 1.194000000000000000e+12 3.772871959663239294e-01
7.198028999999999655e+01 9.254837000000000558e+01 1.214689900000000051e+02 1.553100000000000000e+12 1.213600000000000000e+12 3.901443631566615666e-01
8.340413999999999817e+01 9.796886000000000649e+01 1.149485999999999990e+02 1.551200000000000000e+12 1.184500000000000000e+12 7.037349635039954476e-01
6.958648999999999774e+01 7.832715000000000316e+01 1.187754999999999939e+02 1.589200000000000000e+12 1.172400000000000000e+12 4.035849820673726995e-01
7.418394000000000688e+01 9.018555999999999528e+01 1.228570699999999931e+02 1.530300000000000000e+12 1.190200000000000000e+12 2.363355861012542136e-01
6.230207999999999657e+01 9.731721000000000288e+01 1.497297499999999957e+02 1.561400000000000000e+12 1.186400000000000000e+12 1.154662500846100226e+00
5.291472999999999871e+01 8.653624000000000649e+01 1.193881800000000055e+02 1.506900000000000000e+12 1.215500000000000000e+12 3.525425438919308485e-01
8.039933000000000618e+01 5.878867999999999938e+01 1.045793900000000036e+02 1.564500000000000000e+12 1.032500000000000000e+12 3.019839538662328904e-01
9.761132000000000630e+01 7.759376000000000317e+01 1.124749000000000052e+02 1.553100000000000000e+12 1.135100000000000000e+12 2.151209264100591989e-01
5.172129000000000332e+01 5.954966000000000292e+01 1.248820300000000003e+02 1.539800000000000000e+12 1.175600000000000000e+12 3.507145530115065024e-01
6.094131999999999749e+01 8.029889000000000010e+01 1.022995700000000028e+02 1.559500000000000000e+12 1.135700000000000000e+12 1.548460319313668676e-01
8.659727999999999781e+01 9.922039999999999793e+01 1.104943899999999957e+02 1.534100000000000000e+12 9.703800000000000000e+11 1.397886829073183623e+00
9.174127000000000010e+01 9.483720999999999890e+01 1.186183099999999939e+02 1.534100000000000000e+12 1.009700000000000000e+12 2.578153941647057801e-01
6.449260999999999910e+01 9.540207999999999799e+01 1.148848799999999954e+02 1.570900000000000000e+12 8.804400000000000000e+11 2.448451918456431287e-01
5.807350999999999885e+01 5.203388000000000346e+01 1.909875800000000083e+02 1.595600000000000000e+12 1.303600000000000000e+12 4.760323518410088939e-01
7.275099000000000160e+01 5.518769000000000347e+01 1.649856399999999894e+02 1.572100000000000000e+12 1.219900000000000000e+12 2.316270537024389398e-01
7.609054999999999325e+01 5.119518999999999664e+01 1.741250499999999874e+02 1.553100000000000000e+12 1.232600000000000000e+12 5.796775395859018465e-01
5.823991000000000184e+01 7.652788999999999930e+01 1.731949600000000089e+02 1.527100000000000000e+12 1.303600000000000000e+12 7.945845715824523259e-01
7.621856999999999971e+01 8.367910999999999433e+01 1.730356600000000071e+02 1.529000000000000000e+12 1.286500000000000000e+12 1.332038926336401308e-01
7.572906999999999300e+01 5.516716999999999871e+01 1.889156499999999994e+02 1.551900000000000000e+12 1.204100000000000000e+12 3.075511723387673313e-01
7.452746999999999389e+01 6.903203000000000600e+01 1.999010800000000074e+02 1.546800000000000000e+12 1.198400000000000000e+12 1.192102421979708282e+00
5.809179000000000315e+01 8.755246999999999957e+01 1.598281700000000001e+02 1.535400000000000000e+12 1.245900000000000000e+12 3.222228331566310278e-01
5.937420000000000186e+01 5.085748000000000246e+01 1.789005099999999970e+02 1.507500000000000000e+12 1.218700000000000000e+12 3.235674912677809489e-01
8.971381999999999834e+01 9.125377000000000294e+01 1.844032699999999920e+02 1.544300000000000000e+12 1.117300000000000000e+12 1.888630588674329036e-01
